 OTUID	N1_0	N2_0	N3_0	N1_40	N2_40	N3_40	N1_60	N2_60	N3_60	E1_0	E2_0	E3_0	E1_40	E2_40	E3_40	E1_60	E2_60	E3_60
OTU_115	48	69	51	374	373	356	36	20	74	3	2	4	8	8	6	1	6	3
OTU_10	179	363	253	165	113	121	152	110	125	160	266	358	107	105	123	7404	12550	11920
OTU_1736	0	3	0	1	1	0	0	1	0	52	64	12	1	0	0	2	0	0
OTU_6	658	481	385	161	106	231	5135	79	1216	105	164	130	193	777	527	9519	6260	7109
OTU_2446	168	139	105	51	46	35	868	61	128	57	76	74	12	20	13	3064	842	1072
OTU_26	1643	2247	2290	975	1117	1403	721	641	2836	49	68	69	84	97	245	59	188	122
OTU_315	15	14	10	22	29	16	18	25	16	8	19	14	16	12	22	11	10	13
OTU_43	77	57	61	2098	1603	819	93	107	81	6	24	29	49	43	47	17	17	19
OTU_122	83	90	79	67	56	47	76	41	86	100	110	97	38	56	54	56	72	52
OTU_5	9034	2490	12376	551	296	578	339	85	181	7579	4024	3200	751	913	796	280	196	214
OTU_3	9263	9661	9479	243	144	185	194	167	183	27584	26955	23402	108	172	150	135	155	164
OTU_31	4	6	6	2021	2767	776	58	7	14	5	2	6	749	2143	1360	20	29	29
OTU_57	699	713	666	235	164	191	394	100	417	38	27	28	12	25	39	36	95	76
OTU_1	1195	4517	2547	6546	20967	10348	6890	2114	6765	6853	4142	3630	38729	28992	9854	29296	23440	24860
OTU_22	1300	1658	1636	756	672	1330	2246	490	4209	125	252	171	102	139	239	121	278	226
OTU_2737	42	11	6	59	10	1	79	6	9	122	38	2	48	15	1	267	5	44
OTU_9	230	353	766	984	1317	3375	3936	613	4683	558	1930	4294	1045	2454	1379	1032	8203	6732
OTU_151	115	152	118	90	73	107	98	75	310	9	10	10	4	8	2	2	6	5
OTU_67	135	191	182	475	372	640	1252	62	2001	12	10	4	48	62	57	31	39	29
OTU_25	8	6	8	21	205	10	197	3923	37	6	2	5	7	7	11	6	6	11
OTU_100	202	207	233	83	73	76	108	79	100	491	424	406	64	66	57	68	89	81
OTU_1753	4	13	2	24	17	15	252	8	55	3	16	11	26	13	3	14	28	55
OTU_1390	2	2	2	2	2	4	1	1	0	0	1	0	0	1	2	1	1	1
OTU_21	8793	5362	4750	210	115	154	879	37	347	149	87	105	124	134	118	109	65	79
OTU_89	10	14	12	203	67	45	312	443	233	4	9	7	8	6	11	7	10	13
OTU_262	21	28	36	50	46	54	25	53	40	25	38	49	33	80	111	23	64	49
OTU_1673	3	4	0	3	0	0	2	2	5	4	3	5	7	0	2	6	0	3
OTU_7	439	448	374	1546	1239	1191	401	979	472	246	285	322	12236	6432	13998	598	482	440
OTU_4	4892	5325	6674	940	939	946	484	350	518	12138	13565	20306	177	176	292	1220	812	607
OTU_1694	7	17	9	111	172	64	300	50	295	35	28	20	126	99	55	158	196	356
OTU_442	16	17	18	21	10	16	11	8	17	19	19	12	12	7	13	14	11	12
OTU_2	593	601	509	9681	5130	5331	1935	44197	1612	338	453	445	886	553	711	446	576	617
OTU_2021	65	369	124	577	1303	483	437	159	585	601	323	226	1219	1091	378	1257	1037	1102
OTU_81	85	160	103	191	251	206	290	108	303	272	249	247	342	296	169	356	397	383
OTU_13	561	419	541	4531	3138	3278	246	129	124	252	160	151	1263	765	3430	210	144	172
OTU_124	110	131	114	159	134	321	22	7	91	0	0	1	3	7	13	6	4	5
OTU_64	2	1	7	14	6	12	6	5	12	1138	1050	628	14	27	17	11	2	7
OTU_16	404	5485	1064	88	82	89	64	62	81	93	2924	974	51	49	60	161	214	244
OTU_1308	6	6	5	34	32	29	205	91	369	6	4	8	9	9	12	12	14	25
OTU_282	162	123	93	25	18	56	114	15	242	18	15	14	11	41	20	32	132	71
OTU_8	174	203	168	6013	6323	11096	460	396	380	151	194	215	1313	3813	3207	246	219	238
OTU_24	84	64	45	1409	1012	1527	1352	186	800	67	48	82	521	967	1275	632	468	517
OTU_20	7375	6855	4975	258	157	113	208	166	89	253	226	124	130	80	59	196	72	157
OTU_60	15	15	12	70	15	20	22	12	16	12	16	16	516	938	922	68	93	90
OTU_34	240	266	320	33	35	49	58	34	31	3312	3301	2857	74	261	201	51	48	56
OTU_319	7	10	13	21	14	17	12	8	25	13	12	6	13	15	27	22	10	14
OTU_49	17	32	34	74	456	415	1616	73	849	34	23	34	44	32	21	124	96	74
OTU_332	46	60	64	364	309	385	234	94	200	4	4	3	9	8	17	12	7	2
OTU_85	81	110	96	122	120	131	140	74	168	113	95	118	153	163	115	132	159	162
OTU_178	22	20	11	17	18	22	7	7	52	16	9	11	13	42	45	68	130	112
OTU_72	338	310	355	167	112	171	168	46	394	11	14	10	10	41	70	22	29	47
OTU_35	2143	4257	2245	197	141	153	117	22	57	855	709	1012	189	255	235	119	119	106
OTU_134	47	59	43	90	59	85	68	95	103	35	54	54	65	60	87	53	39	47
OTU_27	63	72	44	1485	812	1926	208	84	321	19	15	10	158	442	3237	85	150	143
OTU_45	3	3	0	321	213	41	647	70	35	2	6	2	0	2	9	1	3	3
OTU_41	15	210	27	218	1424	1138	29	8	31	9	7	2	13	19	909	20	4	12
OTU_44	44	53	31	278	150	37	436	1830	348	17	15	18	15	14	19	29	47	57
OTU_51	0	2	0	59	210	48	1	2	0	0	0	0	94	868	1714	3	1	0
OTU_346	14	7	3	12	16	22	18	9	11	11	7	5	13	11	14	20	10	10
OTU_50	2	4	5	6	7	10	5	8	5	4	6	6	1	835	2116	6	11	14
OTU_311	22	24	22	33	22	31	31	11	25	27	29	27	23	17	38	13	11	14
OTU_75	0	0	0	69	193	193	0	2	1	0	0	1	233	412	189	1	0	0
OTU_194	1	3	0	29	3	12	21	110	88	0	0	1	0	1	3	3	0	3
OTU_91	8	14	15	661	546	541	136	135	58	3	5	3	22	6	17	14	10	8
OTU_37	14	19	18	2155	649	2035	530	422	1449	14	11	17	21	24	34	27	26	25
OTU_11	356	314	327	185	131	169	245	59	111	136	105	124	8089	9496	5599	1005	783	855
OTU_59	1	1	1	501	421	151	3	6	0	2	0	0	79	606	29	0	0	0
OTU_12	53	67	60	691	524	590	3102	1014	7453	117	123	155	141	255	292	628	1818	1558
OTU_15	677	707	597	1444	603	708	6474	574	2164	67	59	59	147	148	399	251	473	480
OTU_1068	4	4	5	138	65	43	7	18	7	1	4	4	5	3	11	1	0	1
OTU_53	6	11	5	431	187	458	794	582	324	5	6	3	9	8	16	10	18	16
OTU_371	13	14	17	13	18	12	13	18	11	17	18	30	5	8	6	7	12	10
OTU_29	2588	4190	2762	49	35	59	33	10	18	118	50	39	122	62	94	40	36	32
OTU_2617	4	4	6	1	4	0	0	2	0	5	1	2	0	0	3	0	0	3
OTU_811	452	643	476	4	3	10	1	0	1	79	110	65	0	5	3	4	10	9
OTU_892	3	3	1	0	1	0	0	0	5	37	23	23	0	0	2	0	1	0
OTU_497	2	6	8	7	10	11	7	4	13	4	11	7	10	13	8	10	6	3
OTU_2163	5	10	4	59	41	48	155	21	52	11	31	33	34	78	21	35	117	321
OTU_1024	0	0	0	0	0	0	1	7	0	0	0	0	0	0	1	0	0	0
OTU_123	17	20	25	15	10	11	10	20	13	327	344	260	19	62	37	23	7	10
OTU_94	846	774	983	10	8	8	6	7	12	14	17	13	9	8	5	13	12	17
OTU_200	22	12	9	38	43	21	255	307	187	39	50	22	33	36	14	171	222	351
OTU_102	14	15	14	283	146	388	59	95	332	5	4	10	4	0	6	5	8	10
OTU_268	47	54	50	13	17	18	1	8	23	4	4	0	0	2	1	1	4	2
OTU_294	11	10	18	10	8	7	3	5	12	676	113	125	11	4	20	6	5	15
OTU_18	92	118	104	155	133	174	2489	156	2951	145	107	101	107	130	143	880	2817	2910
OTU_197	0	4	1	24	8	19	42	176	39	1	1	5	2	1	2	1	0	2
OTU_73	149	181	185	169	114	131	167	113	168	159	163	182	83	75	105	125	126	101
OTU_550	1	0	1	0	0	1	1	1	1	13	18	10	2	0	0	11	1	1
OTU_1030	30	36	21	83	49	18	64	28	306	2	1	0	2	12	3	4	2	2
OTU_392	32	25	36	25	27	27	26	17	48	32	32	32	13	13	21	23	27	24
OTU_636	3	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_152	28	44	32	63	58	64	61	21	53	77	56	60	48	44	61	34	38	40
OTU_39	9	8	5	87	89	757	69	8	39	3	3	1	140	569	2371	33	71	66
OTU_236	45	34	31	6	5	2	11	1	4	251	178	133	6	3	1	6	10	6
OTU_776	0	2	2	4	4	6	3	9	8	662	671	459	4	27	10	2	2	6
OTU_991	13	9	11	49	38	61	52	19	40	8	5	13	24	36	65	20	16	15
OTU_2514	14	38	18	87	137	101	118	218	462	4	11	5	13	28	38	16	6	32
OTU_192	4	4	1	54	49	24	7	217	20	3	1	1	0	1	6	0	1	0
OTU_988	3	2	2	0	1	1	2	0	2	3	0	4	3	1	1	1	0	1
OTU_19	53	54	57	1967	3054	1914	1436	307	227	55	55	78	477	577	1982	289	85	93
OTU_382	1777	886	1058	430	212	145	90	50	75	90	76	93	11	21	23	118	82	72
OTU_307	7	3	1	0	1	2	4	7	31	183	155	94	1	1	1	1	2	3
OTU_33	240	255	270	453	262	544	597	340	2200	25	27	33	152	107	898	151	217	215
OTU_2232	1	4	0	23	36	35	71	13	146	13	7	3	8	11	11	19	52	82
OTU_1810	46	31	20	3	4	12	12	5	16	334	381	284	8	11	19	38	38	32
OTU_848	3	1	3	4	5	2	4	0	0	4	4	0	3	2	2	3	0	0
OTU_103	1	7	2	32	17	24	36	530	67	4	4	4	2	4	7	1	5	3
OTU_227	9	7	5	3	8	9	11	1	10	168	211	152	5	10	1	6	7	5
OTU_2479	10	31	95	3	22	94	15	19	176	6	56	57	4	32	60	8	53	8
OTU_2458	122	108	123	140	83	63	29	23	19	75	78	94	7	4	6	45	17	20
OTU_1356	1137	608	1569	110	194	105	85	57	79	864	325	275	21	40	22	130	69	66
OTU_150	85	79	80	63	64	88	58	60	81	110	106	129	37	44	76	54	43	56
OTU_14	562	381	210	1125	2205	2206	461	89	506	25	23	31	170	3604	6111	57	71	68
OTU_287	1170	1647	1396	92	73	136	43	52	105	13	21	29	14	30	43	16	16	16
OTU_40	439	461	444	576	438	506	432	519	566	523	490	583	270	319	446	269	345	292
OTU_107	17	15	14	253	107	83	167	20	129	7	4	5	189	70	22	141	142	160
OTU_62	54	70	49	25	34	33	28	5	36	782	902	450	51	80	42	134	190	164
OTU_93	4	5	6	5	2	3	481	6	411	0	2	2	1	0	2	2	4	2
OTU_65	7	8	8	260	1043	369	16	26	24	5	4	3	5	12	17	6	8	5
OTU_250	3	2	2	1	0	5	4	0	2	4	0	3	11	2	4	43	155	128
OTU_42	1340	1835	2198	46	56	74	37	39	65	264	729	915	24	29	45	108	87	52
OTU_289	4	6	3	37	30	10	35	16	58	0	3	1	3	2	4	2	0	4
OTU_58	21	28	27	117	100	33	693	28	180	18	20	26	11	12	18	29	297	277
OTU_83	2	2	3	11	11	11	422	17	753	1	4	4	2	6	9	4	2	6
OTU_2280	0	1	1	11	12	8	4	0	5	0	0	0	0	0	0	0	0	0
OTU_161	23	17	20	27	10	17	255	171	129	4	3	6	6	7	8	6	5	2
OTU_114	67	84	72	57	72	66	101	66	93	93	76	88	45	53	66	67	75	83
OTU_30	125	122	139	843	540	538	1416	222	947	39	36	44	311	216	276	433	976	982
OTU_566	21	45	14	3	3	2	2	1	4	25	19	16	1	4	3	1	2	3
OTU_242	15	12	9	35	55	52	5	11	10	1	0	0	7	36	13	12	5	12
OTU_23	75	76	85	36	37	46	1444	27	122	25	20	18	38	32	68	3474	1826	1790
OTU_1317	3	4	11	164	144	279	9	77	23	2	3	17	7	12	139	1	12	2
OTU_28	23	21	24	1722	60	106	2029	188	143	60	47	62	7	20	48	26	24	21
OTU_141	2	3	1	3	1	10	6	3	3	1	0	1	58	221	3	205	76	90
OTU_461	19	10	47	420	96	427	222	201	2055	11	1	23	24	21	47	4	13	14
OTU_355	0	0	1	3	1	0	0	0	3	60	45	39	1	2	1	1	0	1
OTU_136	63	61	57	71	80	68	89	61	98	64	83	111	49	52	60	42	71	62
OTU_121	2	2	2	5	1	4	57	19	422	0	1	2	0	1	2	2	3	1
OTU_895	42	50	47	13	6	9	7	4	1	1	0	0	0	0	0	0	0	0
OTU_1062	89	104	171	55	71	213	1031	35	380	57	85	107	33	49	182	56	386	109
OTU_1411	138	65	107	10	9	2	7	6	2	139	158	291	1	1	4	19	11	12
OTU_32	27	21	26	146	78	152	74	17	121	10	9	17	2307	1273	96	1296	332	302
OTU_69	36	26	33	193	120	151	160	44	267	23	17	19	33	76	894	47	62	68
OTU_84	3	4	3	10	4	7	9	5	15	905	795	607	11	62	29	13	13	8
OTU_105	50	52	34	113	102	11	388	59	49	1	2	4	6	2	19	244	54	34
OTU_238	31	45	35	68	52	53	3	3	12	0	0	1	2	0	1	2	1	2
OTU_189	29	24	32	37	37	34	41	16	37	37	24	33	17	28	37	32	21	36
OTU_164	161	187	207	38	24	29	115	24	145	25	18	12	15	56	45	109	106	117
OTU_210	2	0	1	13	60	120	2	19	5	1	1	1	9	22	46	19	3	5
OTU_214	6	2	1	3	2	0	4	2	2	107	78	64	2	3	1	0	1	5
OTU_146	3	0	1	145	5	161	139	7	15	7	0	0	5	5	8	2	2	4
OTU_2252	19	18	14	25	17	24	41	23	53	2	7	6	0	2	2	1	2	4
OTU_421	0	0	2	14	13	2	3	18	4	0	0	2	2	4	1	7	13	9
OTU_2592	532	72	50	72	6	4	40	0	4	6	6	6	8	0	0	29	1	33
OTU_17	2685	1231	1500	474	124	215	1013	81	531	304	799	1006	61	43	61	4393	1222	1263
OTU_1566	14	11	9	6	3	15	159	4	15	1	6	7	5	9	6	497	182	207
OTU_361	1852	71	185	41	15	11	22	3	4	228	26	5	17	24	24	22	0	15
OTU_977	2	11	3	3	9	8	5	3	10	38	12	20	11	7	9	16	19	14
OTU_165	21	27	31	68	51	73	65	28	64	32	29	31	44	49	66	59	50	53
OTU_2735	10	5	4	0	0	1	3	0	1	6	1	2	2	0	0	0	4	1
OTU_87	57	61	53	130	89	199	384	20	665	10	4	3	6	21	45	48	17	14
OTU_245	0	2	2	28	62	16	71	36	52	3	4	2	3	4	4	1	3	4
OTU_46	10	25	14	67	63	65	142	123	1789	18	13	18	38	30	47	62	74	73
OTU_155	87	57	77	34	39	42	42	37	56	96	92	85	20	36	36	47	38	54
OTU_292	0	0	1	41	48	26	18	23	5	0	2	1	2	31	61	3	8	3
OTU_163	15	8	5	10	12	10	21	8	19	67	256	134	9	21	16	17	65	58
OTU_38	62	524	149	93	126	75	52	85	49	374	2041	1882	55	93	90	32	57	72
OTU_627	5	4	1	9	6	8	7	25	9	1	0	3	0	0	0	0	0	1
OTU_414	19	10	15	8	2	12	34	9	5	0	0	0	0	0	0	0	0	0
OTU_261	41	38	42	63	59	92	178	33	186	19	9	10	29	11	17	34	38	36
OTU_2130	35	33	32	18	14	16	441	4	53	15	9	14	16	15	25	1314	439	693
OTU_2445	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1187	116	114	2	25	19	3	140	9	9	4	2	1	65	90	8	26	3	16
OTU_109	32	22	14	144	113	152	272	178	518	4	12	10	5	3	14	8	12	19
OTU_213	33	27	23	30	34	18	22	20	32	24	21	27	29	32	33	34	43	39
OTU_74	148	177	138	185	175	135	174	142	201	116	145	124	124	154	142	154	161	182
OTU_199	1	6	2	7	9	4	2	183	54	0	0	1	2	0	0	1	0	2
OTU_54	7	20	12	877	462	262	285	342	155	5	2	2	6	4	3	1	3	4
OTU_670	2	0	0	0	0	0	0	0	0	13	23	12	0	1	4	2	1	1
OTU_1795	0	2	0	6	0	4	23	16	54	0	0	0	0	0	1	9	19	24
OTU_196	14	18	22	50	37	52	39	23	33	25	12	21	26	28	63	40	30	16
OTU_441	360	137	660	206	94	304	143	91	290	184	109	511	103	60	213	134	254	118
OTU_226	64	75	61	6	9	9	5	6	9	265	211	190	7	8	11	6	7	3
OTU_378	11	10	6	13	6	7	9	3	9	13	8	13	5	7	7	7	8	12
OTU_2712	387	101	120	9	6	0	33	1	5	1	0	0	3	2	2	5	1	2
OTU_2084	1560	82	350	226	6	37	107	5	22	96	90	59	10	6	6	60	17	66
OTU_183	11	9	6	39	25	71	177	7	271	7	24	4	33	65	15	167	97	79
OTU_324	7	13	10	14	15	12	15	3	9	9	10	16	7	6	7	8	9	10
OTU_133	48	52	47	64	71	75	55	55	112	10	7	15	71	68	144	69	43	47
OTU_117	64	29	40	7	8	7	62	8	19	56	19	25	9	3	4	496	169	209
OTU_95	87	136	109	253	198	223	189	246	204	100	97	119	124	129	166	98	146	136
OTU_48	1135	1664	1345	9	12	47	3	0	1	22	20	9	1	2	1	3	15	15
OTU_687	76	51	67	14	3	7	6	5	5	2	3	0	2	1	5	2	2	1
OTU_61	43	44	41	30	44	58	383	747	350	18	25	21	137	143	173	532	1264	1173
OTU_511	0	0	0	0	2	2	0	28	0	0	0	0	0	0	0	0	1	0
OTU_247	23	37	209	2	2	0	2	1	6	4	0	1	11	14	3	3	2	3
OTU_2613	204	120	34	24	27	17	23	15	17	555	1133	1323	22	12	8	20	15	25
OTU_1686	10	15	5	87	81	27	6	15	4	7	4	4	130	164	132	10	4	5
OTU_2711	41	55	42	225	314	183	96	167	113	23	24	24	383	137	204	35	50	71
OTU_1654	6	10	8	4	4	13	52	9	26	30	29	35	15	11	11	28	13	15
OTU_140	18	17	25	20	11	13	11	12	22	14	9	14	62	166	55	130	349	333
OTU_217	0	1	1	3	1	0	0	0	0	2	0	1	180	1	1	0	0	1
OTU_206	15	20	19	30	23	41	28	16	20	13	11	12	11	18	28	32	24	22
OTU_160	2	4	6	60	36	29	136	226	132	4	2	7	4	3	5	6	5	1
OTU_112	5	11	4	9	8	10	369	30	112	7	3	8	4	2	9	37	32	45
OTU_173	0	2	1	5	10	4	73	33	224	1	2	2	0	1	1	58	100	78
OTU_2538	1	6	1	1	1	0	322	0	49	4	1	0	5	1	3	5	10	22
OTU_628	23	20	19	1860	320	1035	255	62	655	11	3	9	31	40	86	72	120	127
OTU_1612	297	400	261	48	68	141	230	18	114	5	9	3	29	117	209	47	74	70
OTU_1213	17	408	15	11	142	4	8	127	4	13	261	22	8	85	8	10	13	7
OTU_36	0	0	1	36	9	28	18	2198	1	0	2	0	257	294	11	15	5	1
OTU_671	14	5	10	0	0	0	0	0	0	7	5	4	0	0	0	1	0	0
OTU_52	115	129	137	158	251	399	1466	87	1637	29	18	20	515	354	275	255	177	198
OTU_208	177	124	171	16	5	16	12	7	12	5	1	0	2	4	5	4	8	5
OTU_168	20	37	52	46	65	64	76	117	302	16	28	11	35	80	206	60	181	69
OTU_2383	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_86	3	7	4	82	74	154	576	34	145	1	0	1	2	1	5	3	2	3
OTU_116	54	67	68	106	71	101	110	66	81	59	52	36	81	61	103	112	77	58
OTU_106	59	58	63	26	23	18	45	21	41	15	14	19	58	90	89	260	368	339
OTU_126	0	6	0	292	444	327	42	117	32	3	5	4	4	49	7	10	8	5
OTU_1163	8	7	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1
OTU_402	19	17	7	7	6	2	5	4	7	330	256	146	11	9	6	16	21	11
OTU_2225	1	7	10	6	14	11	5	5	6	69	38	53	24	20	8	39	43	50
OTU_104	9	6	5	382	434	229	74	32	52	14	13	9	43	58	193	53	38	24
OTU_77	149	199	157	141	106	110	137	114	176	133	164	207	63	76	111	119	120	124
OTU_1486	5	2	4	19	5	6	60	1	17	28	7	6	28	6	4	26	15	64
OTU_147	1	1	1	280	280	21	5	3	2	1	3	0	0	2	5	1	2	2
OTU_47	20	20	18	1266	1025	716	118	345	74	15	10	12	11	11	22	5	17	20
OTU_2047	689	58	2112	17	21	37	10	6	20	160	60	95	6	20	28	11	16	7
OTU_231	0	1	1	64	50	40	59	17	95	0	1	1	5	2	23	1	38	29
OTU_459	1	0	1	2	0	0	3	41	8	1	1	0	1	0	0	0	0	1
OTU_70	172	226	196	124	103	84	133	82	147	393	410	380	116	143	82	147	144	155
OTU_78	7	7	19	48	21	16	100	426	833	10	18	12	5	7	5	8	8	12
OTU_1980	3	1	0	88	67	32	0	5	2	0	2	1	0	1	0	0	1	0
OTU_68	8	6	11	9	11	18	726	10	18	6	3	7	8	12	13	330	595	521
OTU_330	0	0	2	36	36	41	17	15	6	1	0	0	0	1	1	9	33	18
OTU_476	0	2	1	23	17	17	2	28	0	0	5	0	0	0	0	0	0	1
OTU_215	6	7	7	40	29	18	15	4	6	114	144	128	3	14	9	2	2	3
OTU_205	18	18	7	12	62	35	37	4	164	4	6	1	3	3	4	5	6	3
OTU_1778	4	2	7	1	1	26	1	0	79	0	0	5	0	1	80	1	49	3
OTU_429	3	1	2	0	1	1	5	0	5	30	38	32	2	1	3	2	2	0
OTU_690	24	15	12	3	6	1	5	3	2	232	111	143	9	6	1	5	2	12
OTU_135	4	6	8	8	5	3	7	6	7	11	2	8	4	2	3	209	480	471
OTU_138	12	11	24	11	51	23	101	373	98	9	11	7	4	5	2	6	10	8
OTU_218	8	6	1	75	95	104	121	55	175	1	1	1	8	23	97	48	28	36
OTU_1506	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1
OTU_736	0	2	0	2	2	2	3	0	0	2	1	0	2	1	3	1	1	0
OTU_1759	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_391	0	2	0	2	0	1	3	0	1	36	24	36	0	1	1	0	0	0
OTU_978	16	21	23	99	95	157	232	40	587	72	43	31	25	37	76	124	319	266
OTU_359	18	14	11	18	16	7	13	14	15	21	15	18	11	13	5	15	12	7
OTU_113	1	0	0	177	391	99	0	0	0	0	0	0	255	278	137	5	0	0
OTU_987	2	2	3	1	1	6	5	0	2	2	2	1	0	2	58	0	0	1
OTU_2335	2	0	3	1	0	2	0	0	1	3	1	3	0	1	3	0	1	2
OTU_2800	0	0	1	21	1	36	12	1	103	0	0	3	0	0	1	3	6	5
OTU_71	207	199	185	202	131	162	247	205	322	127	125	135	84	105	129	107	125	149
OTU_341	10	6	7	7	11	10	9	9	11	14	14	14	5	8	5	6	5	7
OTU_623	0	0	0	0	0	0	0	0	0	8	19	6	0	0	0	0	0	1
OTU_1167	1	0	2	0	0	0	4	0	2	0	0	1	0	0	0	1	1	0
OTU_553	31	18	21	8	10	19	17	2	7	24	24	19	5	16	8	67	86	96
OTU_2097	0	2	9	3	31	38	1	2	21	0	9	7	19	56	34	11	66	9
OTU_1087	64	97	109	8	10	23	309	3	337	1	6	8	5	22	18	92	223	71
OTU_1142	1	0	3	0	1	0	0	0	1	19	14	11	3	1	1	5	1	2
OTU_1896	0	0	0	68	24	6	2	3	1	0	0	0	1	0	1	0	0	2
OTU_286	1	2	2	3	4	15	8	2	58	5	2	6	14	1	7	4	4	7
OTU_131	94	136	162	283	28	160	26	10	13	5	0	0	3	5	7	2	3	5
OTU_188	0	2	0	3	3	215	5	4	8	0	1	0	2	2	2	0	5	4
OTU_865	4	0	29	14	3	27	156	1	404	8	1	6	3	0	2	4	1	7
OTU_1700	1	10	1	2	9	2	0	6	3	1	2	2	13	32	25	0	0	1
OTU_96	51	40	23	153	153	113	439	113	305	4	4	4	3	1	2	6	9	12
OTU_469	0	0	2	1	0	3	4	0	0	2	0	0	0	0	0	24	5	14
OTU_56	6	12	11	873	317	461	151	93	130	8	1	4	6	4	24	17	31	29
OTU_471	4	75	55	16	19	25	40	8	107	6	3	4	11	20	83	9	31	4
OTU_2570	18	16	25	233	70	117	38	269	34	8	4	13	78	29	60	23	28	13
OTU_263	38	31	22	43	26	21	26	24	34	46	31	41	24	11	19	23	26	18
OTU_1866	48	93	53	4	1	1	6	1	0	26	35	24	1	1	2	3	2	2
OTU_1210	0	0	0	12	7	19	2	2	6	0	0	1	0	0	1	1	0	0
OTU_479	9	10	3	3	4	1	4	4	4	11	14	11	2	1	6	2	5	2
OTU_79	6	9	2	24	44	69	85	5	11	1	0	1	334	51	21	110	222	273
OTU_1132	0	1	1	3	2	0	0	1	3	4	1	0	1	2	0	3	0	0
OTU_111	195	197	147	61	51	50	62	66	58	96	107	89	36	40	43	70	50	53
OTU_295	15	14	18	19	17	10	11	16	24	19	22	32	17	11	10	10	19	11
OTU_1104	1	2	10	3	6	39	34	14	677	1	1	11	1	1	11	1	16	5
OTU_312	7	6	4	9	15	8	8	7	3	9	11	5	3	11	5	21	9	13
OTU_176	12	25	21	50	62	67	106	36	69	1	1	3	14	24	27	53	22	20
OTU_186	43	38	34	34	34	32	33	40	39	43	39	35	24	24	29	22	26	25
OTU_76	3	2	4	532	180	368	103	127	89	3	6	5	231	9	10	2	1	6
OTU_246	43	47	22	216	168	227	22	14	99	0	1	3	7	9	7	4	2	0
OTU_145	22	25	30	15	17	14	16	6	20	600	626	620	19	11	8	20	24	13
OTU_516	1	3	4	3	5	4	1	2	3	1	0	0	0	0	0	1	0	0
OTU_303	0	0	0	1	1	2	0	1	0	1	1	1	12	10	4	91	24	21
OTU_2455	1	2	1	2	3	3	0	1	4	0	0	0	5	10	48	2	4	2
OTU_408	28	35	11	2	1	4	7	1	1	1	1	0	0	0	1	0	0	0
OTU_2366	19	14	21	47	16	26	74	71	102	7	6	4	3	1	16	6	9	15
OTU_63	79	102	72	246	207	207	224	137	216	85	70	91	144	112	119	123	130	129
OTU_125	52	78	31	232	193	121	373	674	218	11	33	4	11	25	7	12	10	22
OTU_256	11	9	8	20	29	17	32	93	22	2	7	5	20	10	43	25	37	25
OTU_2677	31	18	71	0	0	1	0	1	0	12	2	4	1	4	0	6	0	0
OTU_288	1	0	0	11	5	28	15	6	14	3	2	1	2	44	26	9	8	9
OTU_1685	6	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
OTU_179	7	18	10	9	28	13	13	16	11	1	8	61	20	59	152	19	13	16
OTU_280	4	6	7	13	17	6	5	9	83	2	1	0	1	0	1	0	0	2
OTU_1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1
OTU_144	10	18	11	148	151	151	190	19	75	1	0	1	2	5	6	16	3	3
OTU_703	0	1	0	0	2	6	4	2	1	0	1	0	548	8	4	4	0	5
OTU_453	1	4	11	15	7	12	9	5	6	5	4	4	6	9	6	11	10	4
OTU_1242	12	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_253	24	13	18	15	15	14	15	15	21	26	25	30	11	14	17	13	21	12
OTU_2179	0	0	1	23	11	44	28	4	47	0	0	1	5	0	26	10	4	2
OTU_1249	11	11	11	27	14	13	25	6	15	0	1	0	0	0	0	0	1	0
OTU_156	39	49	44	63	47	74	61	39	62	33	34	35	43	32	60	37	33	40
OTU_162	11	9	18	23	25	8	13	10	11	21	11	9	12	14	10	14	10	9
OTU_166	6	1	6	13	18	213	3	4	48	3	2	4	4	1	2	3	2	3
OTU_181	12	7	9	8	165	58	5	37	9	2	1	0	1	2	1	1	0	1
OTU_222	12	5	6	4	1	2	128	3	12	2	3	2	1	1	4	13	13	6
OTU_2222	0	0	0	0	1	1	1	0	1	33	32	18	6	3	5	7	2	4
OTU_404	12	8	11	7	8	10	5	8	10	13	11	12	5	9	4	5	9	9
OTU_339	15	16	12	4	3	1	13	4	4	16	19	6	1	9	3	17	21	13
OTU_202	31	55	49	7	6	6	7	2	9	81	85	39	1	3	4	5	8	9
OTU_130	2	13	2	19	167	96	8	8	3	1	4	0	493	342	28	11	4	5
OTU_559	8	14	5	5	9	5	11	7	3	1	3	5	6	6	3	11	10	5
OTU_411	8	5	6	9	9	9	7	8	10	10	11	11	3	3	4	5	12	3
